"ï..month","town","flat_type","block","street_name","mean_storey","floor_area_sqm","lease_commence_date","resale_price","adj_resale_price","price_per_sqm","adj_price_per_sqm","accom_cpi","MRT","HAWKER","SHOPPING.MALL"
"2000-01","SENGKANG","4 ROOM","7","SELETAR WEST FARMWAY 6",5,92,1980,175000,230378.3471,1902.173913,2504.112468,75.962,32,30,28
"2000-07","SENGKANG","4 ROOM","5","SELETAR WEST FARMWAY 6",2,92,1980,176000,231378.0138,1913.043478,2514.978411,76.066,32,30,28
"2000-08","SENGKANG","4 ROOM","5","SELETAR WEST FARMWAY 6",5,92,1980,149000,195879.9479,1619.565217,2129.129869,76.067,32,30,28
"2000-10","SENGKANG","4 ROOM","7","SELETAR WEST FARMWAY 6",2,92,1980,160008,209596.4161,1739.217391,2278.221914,76.341,32,30,28
"2000-11","SENGKANG","4 ROOM","6","SELETAR WEST FARMWAY 6",5,92,1980,160000,209577.7009,1739.130435,2278.018488,76.344,32,30,28
"2000-12","SENGKANG","4 ROOM","5","SELETAR WEST FARMWAY 6",2,92,1980,185000,242314.6947,2010.869565,2633.855378,76.347,32,30,28
"2002-10","SENGKANG","4 ROOM","234","COMPASSVALE WALK",11,100,1999,237000,313098.6195,2370,3130.986195,75.695,5,5,5
"2002-10","SENGKANG","4 ROOM","140","RIVERVALE ST",11,97,1999,219000,289318.9775,2257.731959,2982.669871,75.695,3,12,12
"2002-10","SENGKANG","4 ROOM","140","RIVERVALE ST",17,97,1999,241000,318382.9843,2484.536082,3282.298808,75.695,3,12,12
"2002-10","SENGKANG","4 ROOM","140","RIVERVALE ST",5,92,1999,212800,281128.2119,2313.043478,3055.741434,75.695,3,12,12
"2002-10","SENGKANG","4 ROOM","140","RIVERVALE ST",5,92,1999,216000,285355.7038,2347.826087,3101.692433,75.695,3,12,12
"2002-11","SENGKANG","4 ROOM","234","COMPASSVALE WALK",11,101,1999,250000,330272.8053,2475.247525,3270.027776,75.695,5,5,5
"2002-11","SENGKANG","4 ROOM","234","COMPASSVALE WALK",2,100,1999,223000,294603.3424,2230,2946.033424,75.695,5,5,5
"2002-11","SENGKANG","4 ROOM","234","COMPASSVALE WALK",5,100,1999,240500,317722.4387,2405,3177.224387,75.695,5,5,5
"2002-11","SENGKANG","4 ROOM","140","RIVERVALE ST",11,92,1999,224000,295924.4336,2434.782609,3216.56993,75.695,3,12,12
"2002-11","SENGKANG","4 ROOM","140","RIVERVALE ST",11,90,1999,220000,290640.0687,2444.444444,3229.334097,75.695,3,12,12
"2002-11","SENGKANG","4 ROOM","140","RIVERVALE ST",5,90,1999,215000,284034.6126,2388.888889,3155.94014,75.695,3,12,12
"2002-11","SENGKANG","4 ROOM","140","RIVERVALE ST",17,90,1999,225000,297245.5248,2500,3302.728053,75.695,3,12,12
"2002-11","SENGKANG","4 ROOM","140","RIVERVALE ST",8,90,1999,210200,277693.3747,2335.555556,3085.481941,75.695,3,12,12
"2002-11","SENGKANG","4 ROOM","140","RIVERVALE ST",11,90,1999,217000,286676.795,2411.111111,3185.297723,75.695,3,12,12
"2002-11","SENGKANG","4 ROOM","140","RIVERVALE ST",8,96,1999,234800,310192.2188,2445.833333,3231.168946,75.695,3,12,12
"2002-11","SENGKANG","4 ROOM","140","RIVERVALE ST",11,96,1999,218800,289054.7592,2279.166667,3010.987075,75.695,3,12,12
"2002-12","SENGKANG","4 ROOM","234","COMPASSVALE WALK",11,100,1999,245500,324387.8913,2455,3243.878913,75.681,5,5,5
"2002-12","SENGKANG","4 ROOM","235","COMPASSVALE WALK",8,100,1999,245000,323727.2235,2450,3237.272235,75.681,5,5,5
"2002-12","SENGKANG","4 ROOM","235","COMPASSVALE WALK",11,100,1999,243900,322273.7543,2439,3222.737543,75.681,5,5,5
"2002-12","SENGKANG","4 ROOM","140","RIVERVALE ST",2,90,1999,209500,276819.8095,2327.777778,3075.775661,75.681,3,12,12
"2002-12","SENGKANG","4 ROOM","140","RIVERVALE ST",5,90,1999,209000,276159.1417,2322.222222,3068.434907,75.681,3,12,12
"2002-12","SENGKANG","4 ROOM","140","RIVERVALE ST",11,92,1999,220000,290693.8333,2391.304348,3159.71558,75.681,3,12,12
"2002-12","SENGKANG","4 ROOM","140","RIVERVALE ST",2,90,1999,201000,265588.4568,2233.333333,2950.982853,75.681,3,12,12
"2002-12","SENGKANG","4 ROOM","140","RIVERVALE ST",2,92,1999,207000,273516.4704,2250,2973.005114,75.681,3,12,12
"2002-12","SENGKANG","5 ROOM","235","COMPASSVALE WALK",5,120,1999,318000,420184.7227,2650,3501.539356,75.681,5,5,5
"2003-01","SENGKANG","4 ROOM","234","COMPASSVALE WALK",11,100,1999,235000,311295.3862,2350,3112.953862,75.491,5,5,5
"2003-01","SENGKANG","4 ROOM","235","COMPASSVALE WALK",8,100,1999,249000,329840.6433,2490,3298.406433,75.491,5,5,5
"2003-01","SENGKANG","4 ROOM","104","RIVERVALE WALK",14,105,1999,259000,343087.2554,2466.666667,3267.497671,75.491,3,6,6
"2003-01","SENGKANG","4 ROOM","104","RIVERVALE WALK",17,104,1999,263000,348385.9003,2528.846154,3349.864426,75.491,3,6,6
"2003-01","SENGKANG","4 ROOM","104","RIVERVALE WALK",2,101,1999,230000,304672.0801,2277.227723,3016.555249,75.491,3,6,6
"2003-01","SENGKANG","4 ROOM","104","RIVERVALE WALK",8,102,1999,244000,323217.3372,2392.156863,3168.797423,75.491,3,6,6
"2003-01","SENGKANG","4 ROOM","104","RIVERVALE WALK",8,102,1999,242500,321230.3453,2377.45098,3149.317111,75.491,3,6,6
"2003-01","SENGKANG","4 ROOM","140","RIVERVALE ST",17,90,1999,229500,304009.7495,2550,3377.886106,75.491,3,12,12
"2003-01","SENGKANG","4 ROOM","140","RIVERVALE ST",14,90,1999,210000,278178.8558,2333.333333,3090.876175,75.491,3,12,12
"2003-01","SENGKANG","4 ROOM","140","RIVERVALE ST",2,90,1999,209000,276854.1945,2322.222222,3076.157717,75.491,3,12,12
"2003-01","SENGKANG","4 ROOM","140","RIVERVALE ST",2,90,1999,207000,274204.8721,2300,3046.720801,75.491,3,12,12
"2003-01","SENGKANG","4 ROOM","140","RIVERVALE ST",17,90,1999,222000,294074.7904,2466.666667,3267.497671,75.491,3,12,12
"2003-01","SENGKANG","5 ROOM","129","RIVERVALE ST",11,119,1999,343800,455418.5267,2889.07563,3827.046443,75.491,3,12,12
"2003-02","SENGKANG","4 ROOM","224D","COMPASSVALE WALK",14,102,1999,243000,321892.6759,2382.352941,3155.810549,75.491,5,5,5
"2003-02","SENGKANG","4 ROOM","224D","COMPASSVALE WALK",2,102,1999,218000,288776.1455,2137.254902,2831.138681,75.491,5,5,5
"2003-02","SENGKANG","4 ROOM","235","COMPASSVALE WALK",14,100,1999,265000,351035.2227,2650,3510.352227,75.491,5,5,5
"2003-02","SENGKANG","4 ROOM","235","COMPASSVALE WALK",5,100,1999,246000,325866.6596,2460,3258.666596,75.491,5,5,5
"2003-02","SENGKANG","4 ROOM","129","RIVERVALE ST",11,101,1999,247000,327191.3208,2445.544554,3239.518028,75.491,3,12,12
"2003-02","SENGKANG","4 ROOM","140","RIVERVALE ST",17,96,1999,240000,317918.6923,2500,3311.653045,75.491,3,12,12
"2003-02","SENGKANG","5 ROOM","206A","COMPASSVALE LANE",14,122,1999,359000,475553.3772,2942.622951,3897.978502,75.491,4,1,7
"2003-02","SENGKANG","5 ROOM","224D","COMPASSVALE WALK",5,122,1999,316000,418592.9449,2590.163934,3431.089712,75.491,5,5,5
"2003-02","SENGKANG","5 ROOM","233","COMPASSVALE WALK",8,123,1999,308000,407995.6551,2504.065041,3317.037846,75.491,5,5,5
"2003-02","SENGKANG","5 ROOM","229","COMPASSVALE WALK",14,121,1999,333000,441112.1856,2752.066116,3645.555253,75.491,5,5,5
"2003-02","SENGKANG","5 ROOM","104","RIVERVALE WALK",17,122,1999,350000,463631.4263,2868.852459,3800.257592,75.491,3,6,6
"2003-03","SENGKANG","4 ROOM","206A","COMPASSVALE LANE",8,102,1999,250000,331165.3045,2450.980392,3246.718671,75.491,4,1,7
"2003-03","SENGKANG","4 ROOM","235","COMPASSVALE WALK",14,100,1999,230000,304672.0801,2300,3046.720801,75.491,5,5,5
"2003-03","SENGKANG","4 ROOM","230","COMPASSVALE WALK",17,100,1999,251500,333152.2963,2515,3331.522963,75.491,5,5,5
"2003-03","SENGKANG","4 ROOM","230","COMPASSVALE WALK",8,101,1999,250000,331165.3045,2475.247525,3278.864401,75.491,5,5,5
"2003-03","SENGKANG","4 ROOM","231","COMPASSVALE WALK",14,101,1999,243000,321892.6759,2405.940594,3187.056198,75.491,5,5,5
"2003-03","SENGKANG","4 ROOM","232","COMPASSVALE WALK",14,101,1999,250000,331165.3045,2475.247525,3278.864401,75.491,5,5,5
"2003-03","SENGKANG","4 ROOM","126","RIVERVALE ST",11,100,1999,243800,322952.4049,2438,3229.524049,75.491,3,12,12
"2003-03","SENGKANG","4 ROOM","126","RIVERVALE ST",8,101,1999,245000,324541.9984,2425.742574,3213.287113,75.491,3,12,12
"2003-03","SENGKANG","4 ROOM","129","RIVERVALE ST",2,101,1999,228000,302022.7577,2257.425743,2990.324333,75.491,3,12,12
"2003-03","SENGKANG","4 ROOM","141","RIVERVALE ST",5,101,1999,239000,316594.0311,2366.336634,3134.594367,75.491,3,12,12
"2003-03","SENGKANG","4 ROOM","104","RIVERVALE WALK",5,102,1999,234000,309970.725,2294.117647,3038.928676,75.491,3,6,6
"2003-03","SENGKANG","4 ROOM","104","RIVERVALE WALK",11,102,1999,243000,321892.6759,2382.352941,3155.810549,75.491,3,6,6
"2003-03","SENGKANG","4 ROOM","124B","RIVERVALE DR",8,90,1999,220000,291425.4679,2444.444444,3238.060755,75.491,2,10,10
"2003-03","SENGKANG","4 ROOM","124B","RIVERVALE DR",11,90,1999,230000,304672.0801,2555.555556,3385.245335,75.491,2,10,10
"2003-03","SENGKANG","4 ROOM","124C","RIVERVALE DR",8,90,1999,235000,311295.3862,2611.111111,3458.837624,75.491,2,10,10
"2003-03","SENGKANG","4 ROOM","140","RIVERVALE ST",8,92,1999,207000,274204.8721,2250,2980.48774,75.491,3,12,12
"2003-03","SENGKANG","4 ROOM","140","RIVERVALE ST",11,92,1999,210000,278178.8558,2282.608696,3023.683215,75.491,3,12,12
"2003-03","SENGKANG","5 ROOM","206A","COMPASSVALE LANE",2,122,1999,318000,421242.2673,2606.557377,3452.80547,75.491,4,1,7
"2003-03","SENGKANG","5 ROOM","224D","COMPASSVALE WALK",5,122,1999,318000,421242.2673,2606.557377,3452.80547,75.491,5,5,5
"2003-03","SENGKANG","5 ROOM","229","COMPASSVALE WALK",8,123,1999,305000,404021.6715,2479.674797,3284.729036,75.491,5,5,5
"2003-03","SENGKANG","5 ROOM","124","RIVERVALE DR",5,123,1999,318000,421242.2673,2585.365854,3424.73388,75.491,2,10,10
"2003-04","SENGKANG","4 ROOM","206C","COMPASSVALE LANE",14,101,1999,252000,334914.8758,2495.049505,3315.988869,75.243,4,1,7
"2003-04","SENGKANG","4 ROOM","224A","COMPASSVALE WALK",11,102,1999,245800,326674.9066,2409.803922,3202.695163,75.243,5,5,5
"2003-04","SENGKANG","4 ROOM","224A","COMPASSVALE WALK",2,102,1999,247000,328269.7394,2421.568627,3218.330778,75.243,5,5,5
"2003-04","SENGKANG","4 ROOM","224A","COMPASSVALE WALK",8,102,1999,238000,316308.4938,2333.333333,3101.063665,75.243,5,5,5
"2003-04","SENGKANG","4 ROOM","224A","COMPASSVALE WALK",14,101,1999,238000,316308.4938,2356.435644,3131.767265,75.243,5,5,5
"2003-04","SENGKANG","4 ROOM","224D","COMPASSVALE WALK",14,102,1999,241000,320295.5757,2362.745098,3140.152703,75.243,5,5,5
"2003-04","SENGKANG","4 ROOM","235","COMPASSVALE WALK",5,100,1999,241000,320295.5757,2410,3202.955757,75.243,5,5,5
"2003-04","SENGKANG","4 ROOM","236","COMPASSVALE WALK",5,100,1999,231000,307005.3028,2310,3070.053028,75.243,5,5,5
"2003-04","SENGKANG","4 ROOM","239","COMPASSVALE WALK",14,101,1999,262000,348205.1487,2594.059406,3447.575729,75.243,5,5,5
"2003-04","SENGKANG","4 ROOM","225A","COMPASSVALE WALK",8,102,1999,250000,332256.8212,2450.980392,3257.419816,75.243,5,5,5
"2003-04","SENGKANG","4 ROOM","225A","COMPASSVALE WALK",5,102,1999,252000,334914.8758,2470.588235,3283.479175,75.243,5,5,5
"2003-04","SENGKANG","4 ROOM","230","COMPASSVALE WALK",14,101,1999,251000,333585.8485,2485.148515,3302.830183,75.243,5,5,5
"2003-04","SENGKANG","4 ROOM","230","COMPASSVALE WALK",5,101,1999,245000,325611.6848,2425.742574,3223.878067,75.243,5,5,5
"2003-04","SENGKANG","4 ROOM","232","COMPASSVALE WALK",8,101,1999,230000,305676.2755,2277.227723,3026.497778,75.243,5,5,5
"2003-04","SENGKANG","4 ROOM","123D","RIVERVALE DR",2,101,1999,250000,332256.8212,2475.247525,3289.671497,75.243,2,10,10
"2003-04","SENGKANG","4 ROOM","126","RIVERVALE ST",14,100,1999,243000,322953.6302,2430,3229.536302,75.243,3,12,12
"2003-04","SENGKANG","4 ROOM","126","RIVERVALE ST",5,101,1999,237000,314979.4665,2346.534653,3118.608579,75.243,3,12,12
"2003-04","SENGKANG","4 ROOM","130","RIVERVALE ST",5,100,1999,255000,338901.9577,2550,3389.019577,75.243,3,12,12
"2003-04","SENGKANG","4 ROOM","132","RIVERVALE ST",11,100,1999,235000,312321.412,2350,3123.21412,75.243,3,12,12
"2003-04","SENGKANG","4 ROOM","132","RIVERVALE ST",11,100,1999,247000,328269.7394,2470,3282.697394,75.243,3,12,12
"2003-04","SENGKANG","4 ROOM","132","RIVERVALE ST",11,100,1999,236888,314830.6155,2368.88,3148.306155,75.243,3,12,12
"2003-04","SENGKANG","4 ROOM","141","RIVERVALE ST",2,100,1999,225000,299031.1391,2250,2990.311391,75.243,3,12,12
"2003-04","SENGKANG","4 ROOM","104","RIVERVALE WALK",14,102,1999,263888,350714.3522,2587.137255,3438.376002,75.243,3,6,6
"2003-04","SENGKANG","4 ROOM","105","RIVERVALE WALK",11,102,1999,246500,327605.2257,2416.666667,3211.815939,75.243,3,6,6
"2003-04","SENGKANG","4 ROOM","124B","RIVERVALE DR",2,90,1999,210000,279095.7298,2333.333333,3101.063665,75.243,2,10,10
"2003-04","SENGKANG","4 ROOM","124B","RIVERVALE DR",5,90,1999,2e+05,265805.457,2222.222222,2953.393967,75.243,2,10,10
"2003-04","SENGKANG","4 ROOM","124C","RIVERVALE DR",14,91,1999,223000,296373.0845,2450.549451,3256.847083,75.243,2,10,10
"2003-04","SENGKANG","4 ROOM","140","RIVERVALE ST",14,92,1999,225000,299031.1391,2445.652174,3250.338469,75.243,3,12,12
"2003-04","SENGKANG","5 ROOM","233","COMPASSVALE WALK",8,123,1999,321000,426617.7585,2609.756098,3468.437061,75.243,5,5,5
"2003-04","SENGKANG","5 ROOM","240","COMPASSVALE WALK",14,115,1999,342000,454527.3314,2973.913043,3952.411578,75.243,5,5,5
"2003-04","SENGKANG","5 ROOM","133","RIVERVALE ST",5,121,1999,315000,418643.5948,2603.305785,3459.864419,75.243,3,12,12
"2003-04","SENGKANG","5 ROOM","133","RIVERVALE ST",2,120,1999,335000,445224.1405,2791.666667,3710.20117,75.243,3,12,12
"2003-04","SENGKANG","5 ROOM","104","RIVERVALE WALK",14,122,1999,322000,427946.7857,2639.344262,3507.760539,75.243,3,6,6
"2003-05","SENGKANG","4 ROOM","206A","COMPASSVALE LANE",14,102,1999,252600,335712.2922,2476.470588,3291.296982,75.243,4,1,7
"2003-05","SENGKANG","4 ROOM","206A","COMPASSVALE LANE",2,102,1999,245000,325611.6848,2401.960784,3192.27142,75.243,4,1,7
"2003-05","SENGKANG","4 ROOM","206A","COMPASSVALE LANE",2,102,1999,228000,303018.221,2235.294118,2970.766872,75.243,4,1,7
"2003-05","SENGKANG","4 ROOM","206C","COMPASSVALE LANE",8,101,1999,248000,329598.7667,2455.445545,3263.354125,75.243,4,1,7
"2003-05","SENGKANG","4 ROOM","224A","COMPASSVALE WALK",5,102,1999,231000,307005.3028,2264.705882,3009.85591,75.243,5,5,5
"2003-05","SENGKANG","4 ROOM","241","COMPASSVALE WALK",8,101,1999,265000,352192.2305,2623.762376,3487.051787,75.243,5,5,5
"2003-05","SENGKANG","4 ROOM","230","COMPASSVALE WALK",2,101,1999,227000,301689.1937,2247.524752,2987.02172,75.243,5,5,5
"2003-05","SENGKANG","4 ROOM","231","COMPASSVALE WALK",5,101,1999,250000,332256.8212,2475.247525,3289.671497,75.243,5,5,5
"2003-05","SENGKANG","4 ROOM","232","COMPASSVALE WALK",2,101,1999,220000,292386.0027,2178.217822,2894.910918,75.243,5,5,5
"2003-05","SENGKANG","4 ROOM","149","RIVERVALE CRES",5,100,1999,240000,318966.5484,2400,3189.665484,75.243,5,5,5
"2003-05","SENGKANG","4 ROOM","123D","RIVERVALE DR",5,101,1999,235000,312321.412,2326.732673,3092.291208,75.243,2,10,10
"2003-05","SENGKANG","4 ROOM","123E","RIVERVALE DR",8,101,1999,237000,314979.4665,2346.534653,3118.608579,75.243,2,10,10
"2003-05","SENGKANG","4 ROOM","124A","RIVERVALE DR",8,101,1999,250000,332256.8212,2475.247525,3289.671497,75.243,2,10,10
"2003-05","SENGKANG","4 ROOM","132","RIVERVALE ST",2,101,1999,235000,312321.412,2326.732673,3092.291208,75.243,3,12,12
"2003-05","SENGKANG","4 ROOM","132","RIVERVALE ST",8,100,1999,245000,325611.6848,2450,3256.116848,75.243,3,12,12
"2003-05","SENGKANG","4 ROOM","132","RIVERVALE ST",11,100,1999,248888,330778.9429,2488.88,3307.789429,75.243,3,12,12
"2003-05","SENGKANG","4 ROOM","107","RIVERVALE WALK",2,100,1999,234000,310992.3847,2340,3109.923847,75.243,3,6,6
"2003-05","SENGKANG","4 ROOM","104","RIVERVALE WALK",14,104,1999,247000,328269.7394,2375,3156.439802,75.243,3,6,6
"2003-05","SENGKANG","4 ROOM","105","RIVERVALE WALK",11,104,1999,265000,352192.2305,2548.076923,3386.463755,75.243,3,6,6
"2003-05","SENGKANG","4 ROOM","105","RIVERVALE WALK",2,101,1999,265000,352192.2305,2623.762376,3487.051787,75.243,3,6,6
"2003-05","SENGKANG","4 ROOM","105","RIVERVALE WALK",8,102,1999,232000,308334.3301,2274.509804,3022.885589,75.243,3,6,6
"2003-05","SENGKANG","4 ROOM","124C","RIVERVALE DR",14,90,1999,240000,318966.5484,2666.666667,3544.07276,75.243,2,10,10
"2003-05","SENGKANG","4 ROOM","140","RIVERVALE ST",5,92,1999,217000,288398.9208,2358.695652,3134.770879,75.243,3,12,12
"2003-05","SENGKANG","5 ROOM","206C","COMPASSVALE LANE",11,122,1999,322000,427946.7857,2639.344262,3507.760539,75.243,4,1,7
"2003-05","SENGKANG","5 ROOM","206C","COMPASSVALE LANE",11,122,1999,326888,434443.0711,2679.409836,3561.00878,75.243,4,1,7
"2003-05","SENGKANG","5 ROOM","224D","COMPASSVALE WALK",2,122,1999,335000,445224.1405,2745.901639,3649.3782,75.243,5,5,5
"2003-05","SENGKANG","5 ROOM","235","COMPASSVALE WALK",11,120,1999,324000,430604.8403,2700,3588.373669,75.243,5,5,5
"2003-05","SENGKANG","5 ROOM","236","COMPASSVALE WALK",14,123,1999,305000,405353.3219,2479.674797,3295.555463,75.243,5,5,5
"2003-05","SENGKANG","5 ROOM","239","COMPASSVALE WALK",14,116,1999,332000,441237.0586,2862.068966,3803.767747,75.243,5,5,5
"2003-05","SENGKANG","5 ROOM","225A","COMPASSVALE WALK",14,123,1999,330000,438579.004,2682.926829,3565.68296,75.243,5,5,5
"2003-05","SENGKANG","5 ROOM","229","COMPASSVALE WALK",14,123,1999,323088,429392.7674,2626.731707,3490.998109,75.243,5,5,5
"2003-05","SENGKANG","5 ROOM","149","RIVERVALE CRES",8,122,1999,307000,408011.3765,2516.393443,3344.355545,75.243,5,5,5
"2003-05","SENGKANG","5 ROOM","123E","RIVERVALE DR",5,115,1999,315000,418643.5948,2739.130435,3640.379085,75.243,2,10,10
"2003-05","SENGKANG","5 ROOM","134","RIVERVALE ST",5,121,1999,350000,465159.5497,2892.561983,3844.293799,75.243,3,12,12
"2003-05","SENGKANG","5 ROOM","134","RIVERVALE ST",17,121,1999,328000,435920.9495,2710.743802,3602.652475,75.243,3,12,12
"2003-05","SENGKANG","5 ROOM","104","RIVERVALE WALK",17,123,1999,330000,438579.004,2682.926829,3565.68296,75.243,3,6,6
"2003-06","SENGKANG","4 ROOM","206A","COMPASSVALE LANE",8,101,1999,233000,309663.3574,2306.930693,3065.973836,75.243,4,1,7
"2003-06","SENGKANG","4 ROOM","206B","COMPASSVALE LANE",17,102,1999,252000,334914.8758,2470.588235,3283.479175,75.243,4,1,7
"2003-06","SENGKANG","4 ROOM","224A","COMPASSVALE WALK",5,102,1999,230000,305676.2755,2254.901961,2996.826231,75.243,5,5,5
"2003-06","SENGKANG","4 ROOM","224A","COMPASSVALE WALK",14,102,1999,270000,358837.3669,2647.058824,3518.013401,75.243,5,5,5
"2003-06","SENGKANG","4 ROOM","225A","COMPASSVALE WALK",5,102,1999,238000,316308.4938,2333.333333,3101.063665,75.243,5,5,5
"2003-06","SENGKANG","4 ROOM","226A","COMPASSVALE WALK",14,102,1999,253000,336243.9031,2480.392157,3296.508854,75.243,5,5,5
"2003-06","SENGKANG","4 ROOM","226A","COMPASSVALE WALK",11,102,1999,230000,305676.2755,2254.901961,2996.826231,75.243,5,5,5
"2003-06","SENGKANG","4 ROOM","230","COMPASSVALE WALK",17,101,1999,247500,328934.253,2450.49505,3256.774782,75.243,5,5,5
"2003-06","SENGKANG","4 ROOM","231","COMPASSVALE WALK",2,101,1999,250000,332256.8212,2475.247525,3289.671497,75.243,5,5,5
"2003-06","SENGKANG","4 ROOM","231","COMPASSVALE WALK",11,101,1999,243000,322953.6302,2405.940594,3197.560695,75.243,5,5,5
"2003-06","SENGKANG","4 ROOM","231","COMPASSVALE WALK",2,101,1999,260000,345547.0941,2574.257426,3421.258357,75.243,5,5,5
"2003-06","SENGKANG","4 ROOM","231","COMPASSVALE WALK",8,101,1999,239000,317637.5211,2366.336634,3144.925951,75.243,5,5,5
"2003-06","SENGKANG","4 ROOM","123E","RIVERVALE DR",2,101,1999,231000,307005.3028,2287.128713,3039.656464,75.243,2,10,10
"2003-06","SENGKANG","4 ROOM","145","RIVERVALE DR",17,100,1999,230300,306074.9837,2303,3060.749837,75.243,2,10,10
"2003-06","SENGKANG","4 ROOM","127","RIVERVALE ST",14,101,1999,257000,341560.0122,2544.554455,3381.782299,75.243,3,12,12
"2003-06","SENGKANG","4 ROOM","129","RIVERVALE ST",14,101,1999,265000,352192.2305,2623.762376,3487.051787,75.243,3,12,12
"2003-06","SENGKANG","4 ROOM","130","RIVERVALE ST",14,100,1999,258000,342889.0395,2580,3428.890395,75.243,3,12,12
"2003-06","SENGKANG","4 ROOM","130","RIVERVALE ST",17,100,1999,253000,336243.9031,2530,3362.439031,75.243,3,12,12
"2003-06","SENGKANG","4 ROOM","132","RIVERVALE ST",11,101,1999,254000,337572.9304,2514.851485,3342.306241,75.243,3,12,12
"2003-06","SENGKANG","4 ROOM","107","RIVERVALE WALK",5,101,1999,250000,332256.8212,2475.247525,3289.671497,75.243,3,6,6
"2003-06","SENGKANG","4 ROOM","107","RIVERVALE WALK",11,101,1999,245000,325611.6848,2425.742574,3223.878067,75.243,3,6,6
"2003-06","SENGKANG","4 ROOM","107","RIVERVALE WALK",14,105,1999,260000,345547.0941,2476.190476,3290.924706,75.243,3,6,6
"2003-06","SENGKANG","4 ROOM","107","RIVERVALE WALK",11,101,1999,245000,325611.6848,2425.742574,3223.878067,75.243,3,6,6
"2003-06","SENGKANG","4 ROOM","104","RIVERVALE WALK",5,100,1999,255000,338901.9577,2550,3389.019577,75.243,3,6,6
"2003-06","SENGKANG","4 ROOM","124B","RIVERVALE DR",5,90,1999,230000,305676.2755,2555.555556,3396.403061,75.243,2,10,10
"2003-06","SENGKANG","4 ROOM","124B","RIVERVALE DR",5,90,1999,214000,284411.839,2377.777778,3160.131544,75.243,2,10,10
"2003-06","SENGKANG","4 ROOM","124B","RIVERVALE DR",17,92,1999,225000,299031.1391,2445.652174,3250.338469,75.243,2,10,10
"2003-06","SENGKANG","4 ROOM","124C","RIVERVALE DR",5,90,1999,201000,267134.4843,2233.333333,2968.160936,75.243,2,10,10
"2003-06","SENGKANG","4 ROOM","124C","RIVERVALE DR",8,90,1999,226000,300360.1664,2511.111111,3337.335182,75.243,2,10,10
"2003-06","SENGKANG","5 ROOM","206B","COMPASSVALE LANE",5,122,1999,310000,411998.4583,2540.983607,3377.036544,75.243,4,1,7
"2003-06","SENGKANG","5 ROOM","223C","COMPASSVALE WALK",5,121,1999,318000,422630.6766,2628.099174,3492.815509,75.243,5,5,5
"2003-06","SENGKANG","5 ROOM","223C","COMPASSVALE WALK",11,121,1999,334000,443895.1132,2760.330579,3668.554654,75.243,5,5,5
"2003-06","SENGKANG","5 ROOM","224A","COMPASSVALE WALK",2,123,1999,305000,405353.3219,2479.674797,3295.555463,75.243,5,5,5
"2003-06","SENGKANG","5 ROOM","233","COMPASSVALE WALK",5,123,1999,312000,414656.5129,2536.585366,3371.191162,75.243,5,5,5
"2003-06","SENGKANG","5 ROOM","236","COMPASSVALE WALK",8,123,1999,305000,405353.3219,2479.674797,3295.555463,75.243,5,5,5
"2003-06","SENGKANG","5 ROOM","238","COMPASSVALE WALK",14,116,1999,320888,426468.9074,2766.275862,3676.456098,75.243,5,5,5
"2003-06","SENGKANG","5 ROOM","225B","COMPASSVALE WALK",2,115,1999,305000,405353.3219,2652.173913,3524.811495,75.243,5,5,5
"2003-06","SENGKANG","5 ROOM","230","COMPASSVALE WALK",11,121,1999,328000,435920.9495,2710.743802,3602.652475,75.243,5,5,5
"2003-06","SENGKANG","5 ROOM","231","COMPASSVALE WALK",2,121,1999,338000,449211.2223,2793.38843,3712.489441,75.243,5,5,5
"2003-06","SENGKANG","5 ROOM","148","RIVERVALE CRES",2,116,1999,330000,438579.004,2844.827586,3780.853483,75.243,5,5,5
"2003-06","SENGKANG","5 ROOM","149","RIVERVALE CRES",2,122,1999,350000,465159.5497,2868.852459,3812.783194,75.243,5,5,5
"2003-06","SENGKANG","5 ROOM","149","RIVERVALE CRES",2,122,1999,370000,491740.0954,3032.786885,4030.65652,75.243,5,5,5
"2003-06","SENGKANG","5 ROOM","134","RIVERVALE ST",2,121,1999,330000,438579.004,2727.272727,3624.619868,75.243,3,12,12
"2003-06","SENGKANG","5 ROOM","127","RIVERVALE ST",17,122,1999,325000,431933.8676,2663.934426,3540.441538,75.243,3,12,12
"2003-06","SENGKANG","5 ROOM","107","RIVERVALE WALK",14,124,1999,347000,461172.4679,2798.387097,3719.132805,75.243,3,6,6
"2003-06","SENGKANG","5 ROOM","105","RIVERVALE WALK",17,122,1999,320000,425288.7312,2622.95082,3485.973206,75.243,3,6,6
"2003-07","SENGKANG","4 ROOM","223D","COMPASSVALE WALK",2,102,1999,258000,343944.9688,2529.411765,3372.009498,75.012,5,5,5
"2003-07","SENGKANG","4 ROOM","224D","COMPASSVALE WALK",5,102,1999,260000,346611.2089,2549.019608,3398.149107,75.012,5,5,5
"2003-07","SENGKANG","4 ROOM","234","COMPASSVALE WALK",8,100,1999,250000,333280.0085,2500,3332.800085,75.012,5,5,5
"2003-07","SENGKANG","4 ROOM","236","COMPASSVALE WALK",11,100,1999,242000,322615.0483,2420,3226.150483,75.012,5,5,5
"2003-07","SENGKANG","4 ROOM","239","COMPASSVALE WALK",8,101,1999,259000,345278.0888,2564.356436,3418.594939,75.012,5,5,5
